page,product_name,star,title,review,skin_type,brand_name,category,processed_review,star_numeric,sales_ranking,collabo
14,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,"I recently had the opportunity to use the Plant Nara UV Blocking Outdoor Sun Patch, and I must say, it’s an innovative and convenient solution for sun protection. These patches are designed to provide targeted UV protection, making them perfect for outdoor activities.Packaging and Presentation:The Plant Nara UV Blocking Outdoor Sun Patch comes in a neatly designed, portable package. Each patch is individually sealed, ensuring they remain fresh and hygienic until use. The packaging is compact, making it easy to carry them in your bag or pocket for on-the-go protection.Application:Applying the sun patches is straightforward. Simply peel off the backing and place the patch on areas prone to sunburn, such as the cheeks, nose, or shoulders. The patches adhere well to the skin and stay in place even during physical activities. They are lightweight and comfortable, with no feeling of stickiness or heaviness.",[],식물나라,sunpatch,['The'],5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,선크림 바르기도 귀찮을 때 산책용으로 딱인것 같아요. 간편하게 떼어내면 되니 편해요!,[],식물나라,sunpatch,"['선크림', '산책', '간편', '편해']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,무난하게 쓸만한 제품입니다. 저렴해서 쓰기 좋습니다. 재구매 할 거 같아요,[],식물나라,sunpatch,"['무난', '쓰기', '재구매']",4,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,저렴해서 무난하게 쓸만한 제품입니다. 다음에도 재구매 할 거 같아요,[],식물나라,sunpatch,"['무난', '다음', '재구매']",4,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,패치 저렴하고 너무 좋아요ㅋㅋㅋ 시원합니당 근데 효과는 잘 모르겠음ㅋㅋ,[],식물나라,sunpatch,"['시원', '효과']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,잘 안떨어지고 붙인 부분이 시원함이 오래가서 좋아요 여름 필수인듯,"['민감성', '여름쿨톤', '민감성', '탄력']",식물나라,sunpatch,"['부분', '여름', '수인']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,사이즈 엄청 커요 많이 들어있고 붙이면 시원해요. 그치만 한번 써본거로 만족...,"['트러블성', '블랙헤드', '잡티']",식물나라,sunpatch,"['사이즈', '만족']",4,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,선크림 바르기 귀찮을때 선패치 붙이고페이스마스크 쓰고 외출할 용도로사봤어요~평이 좋아서 기대가 됩니다,['지성'],식물나라,sunpatch,"['선크림', '붙이', '페이스', '마스크', '외출', '용도', '로사', '좋아서', '기대']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,면적이 넓어 햇빛이 완전히 차단됨. 얼굴에 크림이나 썬크림을 바른 상태에 붙여도 쉽게 떨어지지 않아 야외활동 할 때 유용하게 사용 가능함,"['건성', '웜톤', '모공', '잡티']",식물나라,sunpatch,"['면적', '햇빛', '차단', '얼굴', '크림', '썬크림', '상태', '야외', '활동']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,식물나라 제품은 저렴하고 무난해서 조아용! 여름에 잘쓰겟습니당,"['민감성', '쿨톤', '각질', '다크서클']",식물나라,sunpatch,"['식물나라', '무난', '여름']",5,1,0
15,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,아웃도어 선패치 너무 좋습니다아웃도어 선패치 너무 좋습니다,[],식물나라,sunpatch,"['아웃', '도어', '아웃']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,가격이 저렴해서 한번 사봤어요 좋은 것 같습니다 추천해요~!!!,[],식물나라,sunpatch,"['가격', '추천']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,저렴해서 구매해봤어요.  선 패치는 크기빼고는 비슷비슷한거 같아요.,"['민감성', '쿨톤', '각질', '모공']",식물나라,sunpatch,['크기'],4,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,모자쓰고 썬크림바르기 싫을때 찹찹 붙여주고 잠시 야외운동 가면 좋아여 땀나면 홍조때문에 광대와 볼이 가장 건조해지규 열이 오르는데 좀 쿨링감이 있는건지 저는 너무 홍조때문에라도 야외활동 있을때 계속 사용할려구요 굿굿,"['건성', '겨울쿨톤', '각질', '다크서클']",식물나라,sunpatch,"['모자', '썬크림', '야외', '운동', '땀', '홍조', '광대', '볼', '건조', '해지', '쿨링감', '건지', '홍조', '야외', '활동', '굿', '굿']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,접착력도 좋고 피부에 자연스러워서 만족합니다재구매 원합니다,[],식물나라,sunpatch,"['접착력', '피부', '자연', '만족', '니다', '재구매']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,면적도 넓어서 부착력이 좋아요 Uv차단도 되어서 만족합니다,[],식물나라,sunpatch,"['면적', '부착', '차단', '만족']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,사용하기 편리함순하고 자극없음지속력이 좋음부드럽게 잘 그려짐사용감 편리함좋아요,"['복합성', '쿨톤', '각질', '모공']",식물나라,sunpatch,"['편리', '함순', '자극', '지속력', '사용감', '편리']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,선크림만으로 햇빛 차단하기 어려울 때 사용하기 좋은 제품이에요!!,[],식물나라,sunpatch,"['선크림', '햇빛', '차단']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,왠지 선크림보다 효과가 좋을 것 같아서 햇빛 알러지가 있는 엄마한테 사서 드렸어요,[],식물나라,sunpatch,"['선크림', '효과', '햇빛', '알러지', '엄마', '사서']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,선패치가 엄청 궁금해서 여러개 구매 시도해보았어요!!요즘은 자외선이 너무 쎄서ㅜㅜ 필수인듯요,[],식물나라,sunpatch,"['시도', '요즘', '자외선', '수인']",5,1,0
16,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,물리적인 차단이라 자외선은 확실히 차단됩니다. 부모님이 산에서 잘 쓰셨습니다.,[],식물나라,sunpatch,"['물리', '차단', '자외선', '차단', '부모']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,오래 돌아다녀도 고정 잘되고 좋아요 ㅎㅎ 어떤건 한 한시간만 지나도 떨어져서불편한데 이건 짱짱하게 오래붙어있네요 ㅎㅎ 햇빛이 강할때 하면 좋아요 !,[],식물나라,sunpatch,"['고정', '시간', '불편', '이건', '햇빛']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,산에갈 때 안심이 됩니다추천합니다 이거랑 얼굴가리개몀 충분합니다,"['건성', '쿨톤', '미백', '잡티']",식물나라,sunpatch,"['안심', '추천']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,"물,땀에는 약해서 레저활동엔 사용안하시는게 좋을 거 같고 가격 대비 훌륭한 제품입니다ㅏㅎㅎ",[],식물나라,sunpatch,"['물', '땀', '레저', '활동', '가격', '대비']",4,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,실외 골프할 때 사용하는데 면적이 넓고 쿨링감 있어서 좋다고 하셨어요!,[],식물나라,sunpatch,"['실외', '골프', '면적', '쿨링감']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마 골프할 때 쓰는데 쿨링감 있어서 좋다고 재구매했어요!,[],식물나라,sunpatch,"['엄마', '골프', '쿨링감', '재구매']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,야외에서 선패치 붙이고 활동했어요. 접착력이 좋아서 땀을 많이 흘렸지만 떨어지지 않았어요. 기미 방지에 도움이 되는 거 같아요.,[],식물나라,sunpatch,"['야외', '활동', '접착력', '좋아서', '땀', '기미', '방지', '도움']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,아직 써보지는 않았지만 괜찮을 것 같아서 사봤어요~~!!,[],식물나라,sunpatch,[],5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,다른 선패치와 비슷해요 가성비도 좋고 효과도 마음에 들었습니다,[],식물나라,sunpatch,"['가성비', '효과', '마음']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,야외활동 오래 할 때 붙이고 있기 좋아용 저렴하게 잘 산 것 같습니다,[],식물나라,sunpatch,"['야외', '활동']",5,1,0
17,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄청 저렴한 가격으로 잘 구매할 수 있었던 것 같아요선패치 좋아요,[],식물나라,sunpatch,['가격'],5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,잘이용해요. 자외선차단두잘되구 24시사용가능. 가격대쌈,[],식물나라,sunpatch,"['이용', '자외선', '차단', '가능', '가격']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,아부지 일 하실 때 햇빛 차단 되는 패치가 필요해서 샀어요 식물나라꺼라 다른 제품들에 비해 저렴하더라구요,[],식물나라,sunpatch,"['아부지', '햇빛', '차단', '필요', '식물나라']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 3점,,첫 구매인데 아직 사용전입니다 세일해서 샀는데 필드나갈때 써보려고요,[],식물나라,sunpatch,"['세일', '해서', '필드']",3,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,운전할때 붙이고 있니까 시원하니 열도확내려가고 좋더라구요,[],식물나라,sunpatch,"['운전', '열도']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마가 써봤는데 접착도 잘 되고 뗄 때도 자극없고 좋다고 하세요! 재구매 하면서 잘 쓰고 계세요,[],식물나라,sunpatch,"['엄마', '접착', '자극', '재구매', '계세']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,바다 가서 썼는데 안 타고 쿨링감도 있어서 넘 좋았어요!! 강추합니다,[],식물나라,sunpatch,"['바다', '쿨링감', '강추']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,썬 패치 중에서 가장 저렴하고 엄마 골프 나갈 때 쓰라고 샀는데 효과가 진짜 좋다고 함 쿨링 효과가 있어서 너무 만족스러웠다 고 했음,[],식물나라,sunpatch,"['엄마', '골프', '효과', '쿨링', '효과', '만족']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 3점,,선크림을 발라도 탈까봐 걱정됐는데 이거 붙이면 걱정 안해도 되요,[],식물나라,sunpatch,"['선크림', '발라', '걱정', '걱정']",3,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,여행가서 외출 시 자외선 차단용으로 구매해보았어요!아직 사용해보지능 않았는데 기대되는 제품이에요~,[],식물나라,sunpatch,"['여행', '외출', '자외선', '차단', '용해', '지능', '기대']",5,1,0
18,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,아직 사용해보지는 못 했어요. 그런데 가격이 참 비싸네요ㅜ,[],식물나라,sunpatch,['가격'],4,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,다른 제퓸보다 쿨링감이 잘 느껴져서 좋았어요 접착력도 좋아서 재구매의향있습니어,[],식물나라,sunpatch,"['쿨링감', '접착력', '좋아서']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,쿨링감이 좋아요 크기도 커서 뺨을 다 덮어요 자외선 차단효과는 잘은 모르겠지만 선크림 바르기 힘들 때 붙이고 있어요,[],식물나라,sunpatch,"['쿨링감', '크기', '커서', '뺨', '자외선', '차단', '효과', '선크림']",4,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,요즘같이 햇볕이 따사로울때는 정말 필요한 아이템인 거 같습니다지인들 선물용으로 구매했는데요눈에 띄어서 부담스럽다는 분도 계셨지만그런거 빼면 쿨감도 있어서 좋은거 같습니다,[],식물나라,sunpatch,"['요즘', '햇볕', '필요', '아이템', '선물', '부담', '분도']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,외부 활동 시간이 길어져서 구매했는데 얼굴에 쿨링감도 주고 잘 붙어있어서 마음에 들어요. 세일하고 있을 때 하나 더 잴일라고요,[],식물나라,sunpatch,"['외부', '활동', '시간', '얼굴', '쿨링감', '마음', '세일', '라고']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,효과는 아직 모르나 잘부착되고 좀더 마음이 놓여져요 꾸준써보려고요,[],식물나라,sunpatch,"['효과', '모르나', '부착', '마음']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,필요해서 구매했는데 마음에 들어요 자극적이지 않고 좋은것 같습니다,[],식물나라,sunpatch,"['필요', '마음', '자극']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,넘 차단 질되고 심지어 시원해요 여름철 야외 외출 많을 때 꼭 사용하길,[],식물나라,sunpatch,"['차단', '여름철', '야외', '외출']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,햇볕을 막아줘사 좋긴한데 땀 나니깐 흘러내리긴하네요 ㅠㅠ 그래도 가성비 좋네요,[],식물나라,sunpatch,"['햇볕', '땀', '가성비']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,식물나라 UV차단 아웃도어 선패치타제품에 비해 저렴하고 좋아요,[],식물나라,sunpatch,"['식물나라', '차단', '아웃', '도어', '타제품']",5,1,0
19,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,야외활동 오래 할때 좋아요! 더 빨리 알았으면 좋았을거예용~ 쟁여놨어요,[],식물나라,sunpatch,"['야외', '활동']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,가성비좋아욯ㅎ좋아요2번재구매했어요항상쓰고있어욯ㅎㅎ,[],식물나라,sunpatch,[],5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마가 이모들이랑 여행 간다고 해서 사서 드렸는데 엄청 좋아하셨습니다,[],식물나라,sunpatch,"['엄마', '이모', '여행', '사서']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,테니스 칠때 사용하는데접착력 좋아요!재구매 의사 있어요!,[],식물나라,sunpatch,"['테니스', '접착력', '재구매', '의사']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,역시 믿고쓰는 올영 진짜예쁨 글고 잘씀 개갓티 기대됨요굳굳,[],식물나라,sunpatch,"['올영', '진짜', '갓', '기대']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 3점,,땀이 흐르니까 부착력이 확실히 줄어드네요. 땀이 많이 나는 운동에는 부적합 한것 같아요.,[],식물나라,sunpatch,"['땀', '부착', '땀', '운동']",3,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,아직 써보진 않았지만 후기보고 기대중입니다! 크기는 맘에들어요,[],식물나라,sunpatch,"['기대', '크기', '맘']",4,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,처음에는 얼굴에 하고 다니는게 좀 챙피하기는 했지만  무시하고 사용하였더니 주변사람들이 벌써 알아보고 뭐했는데 피부가 좋아졌다 하더라고요 ㅎ비밀~~,[],식물나라,sunpatch,"['처음', '얼굴', '챙피', '무시', '주변', '사람', '피부', '비밀']",4,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,이번 여름이 너무 더워서 한번 사용해보려고 샀어요 괜찮을 것 같아요,[],식물나라,sunpatch,"['이번', '여름']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,패치가 커서 부착하면 볼 광대 가려주는 면이 넓고 시원해서 야외활동에 좋아요,[],식물나라,sunpatch,"['커서', '부착', '광대', '야외', '활동']",5,1,0
20,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,"몇개째 구매인지 모르겠어요~!!세일할때 꼭 쟁이세요 여러분~!! ㅎㅎㅎ저도, 저희엄마도 필수템으로 쓰고있어요~!여름 골프나 야외활동 많이할때 필수템인것 같아요!",[],식물나라,sunpatch,"['세일', '여러분', '저도', '엄마', '필수템', '여름', '골프', '야외', '활동', '필수템']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마한테 사드렸어요~~!!세일할때 사드렸더니 가성비가 넘 좋다면서~~!!제품도 아주 밀착이 잘된다고 더 좋아하시네요~!다** 제품 쓰다가 이거 사드렸더니 세일할때 많이 사오래요 ㅎㅎ,[],식물나라,sunpatch,"['엄마', '세일', '가성비', '밀착', '세일']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,흠 이거 급할때는 잘 안붙어서 잘 모르겠긴 해요 아직 제대호 못 써봤어요,[],식물나라,sunpatch,['대호'],5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,아웃도어활동을 할때 자외선이 신경쓰였는데 편하게 쓸수있어요,[],식물나라,sunpatch,"['아웃', '도어', '활동', '자외선', '신경']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,i liked it but im haven-t tried it on when i had the make up,[],식물나라,sunpatch,[],4,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,아직 사용하기 전이지만 가성비 좋아서 구매했어요. 효과가 있기를 기대합니다,[],식물나라,sunpatch,"['가성비', '좋아서', '효과', '기대']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,저렴하고 크기도 적당하고 잘 붙어있어서 야외활동할 때 너무 좋아요,[],식물나라,sunpatch,"['크기', '야외', '활동']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,선패치가 필요해서 급하게 구매해보았는데 좋았어요.가격도 원래 사용하던 것보다 저렴해서 종종 구매할 것 같아요.,[],식물나라,sunpatch,"['필요', '가격', '원래']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,썬패치 한번써보고싶어서 샀습니다.아직 써보진않았지만여름에 사용하기좋을듯요,[],식물나라,sunpatch,"['썬', '한번', '여름']",5,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,아이랑 놀러갈때 사용하려고 구매했습니다작아서 아이도ㅇ붙여주기 좋네요,[],식물나라,sunpatch,"['아이', '아이']",4,1,0
21,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,이거 붙이면 엄청 시원해요. 이번 여름 최애 패치로 등극 예정입니다,[],식물나라,sunpatch,"['이번', '여름', '등극', '예정']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,격한 운동을 하거나 땀이 많이 나면 쉽게 떨어지게 되서 아쉬워요효과는 잘 모르겠지만 안 하는갓보단 나을것 같아요투명한 제품도 많은데 티가 나서 아쉬워요,"['복합성', '웜톤', '블랙헤드', '피지과다']",식물나라,sunpatch,"['운동', '땀', '효과', '갓', '투명']",4,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,쿨패치라서 시원하고 자외선 차단에 도움이 됩니다. 운전할때 잘 사용하고있어요,[],식물나라,sunpatch,"['자외선', '차단', '도움', '운전']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,쿨패치라서 시원하고 자외선 차단에 도움이 됩니다. 운전할때 잘 사용하고있어요,[],식물나라,sunpatch,"['자외선', '차단', '도움', '운전']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,여름에 등산이나 야외 활동할때 기미 걱정이 되서 붙이면 도움이 되요~~,[],식물나라,sunpatch,"['여름', '등산', '야외', '활동', '기미', '걱정', '도움']",4,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,가끔 야구장 직관가곤 하는데그때 햇빛이 심한 경우가 종종 있어서 쓰려고 샀어요,[],식물나라,sunpatch,"['야구장', '직관', '그때', '햇빛', '경우']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,테니스할때나 골프할때나 언제나 붙이기 좋은 선패치 재구매함,[],식물나라,sunpatch,"['테니스', '골프', '재구매']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마가 골프갈 때 사용하신다고 구매했는데 잘 쓰고 계시는 것 같아요,[],식물나라,sunpatch,"['엄마', '골프']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,여행갈 때 사용하려고 구매했어요 ㅎㅎ 저렴하게 행사해서 좋아요,[],식물나라,sunpatch,"['여행', '행사']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마가 써봤는데 접착도 잘 되고 뗄 때도 자극없고 좋다고 하세요!,[],식물나라,sunpatch,"['엄마', '접착', '자극']",5,1,0
22,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,좋아요 테니스할때 최고임 재구매도 하고싶은데 쌤이 순간달황이하심ㅋㅋㅋ,[],식물나라,sunpatch,"['테니스', '최고', '재구매', '순간', '이하']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,레이저 받은 후에 자외선 보면 안된다고 해서 물놀이할때 쓰려고 구입했어요 물 데이니까 조금 떼지긴 하더라구옹,[],식물나라,sunpatch,"['레이저', '자외선', '물놀이', '구입']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄마가 써봤는데 접착도 잘 되고 뗄 때도 자극없고 좋다고 하세요!,[],식물나라,sunpatch,"['엄마', '접착', '자극']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 3점,,워터파크 갈때 사용하려고 했는데서보니 너무 잘 떨어져요ㅠㅠㅠ시원한데 접착력이 똥..,[],식물나라,sunpatch,"['워터파크', '시원', '접착력', '똥']",3,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,붙이고 산타면 좀 덥긴한데 산안타니까 괜찮아요그리고 답답함만 좀 참으면됨,[],식물나라,sunpatch,['산타'],5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,very good highly recommend ^^,[],식물나라,sunpatch,[],5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,쿨링 많아서 완전 뜨겁고 덥고 한 날에도 버틸만 했습니당 !!,[],식물나라,sunpatch,"['쿨링', '완전']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,부모님께서 골프 나가실 때마다 챙겨가셔요 바깥에서 오랫동안 활동할 때 좋은 것 같아요,[],식물나라,sunpatch,"['부모', '골프', '바깥', '오랫동안', '활동']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,할아버지 등산 가실때 ㅅ쓰시라고 드렸습니다아주 좋아하서서 뿌듯하네요,[],식물나라,sunpatch,"['할아버지', '등산', '가실']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,더운날 등산갈 때 써보려고 샀는데 가격 대비 괜찮은 것 같아요!,[],식물나라,sunpatch,"['등산', '가격', '대비']",5,1,0
23,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,엄청 잘쓰고 있어요 커서 좋아요 얼굴이 많이 가려줘요 자극적ㅇ지도 않아요,[],식물나라,sunpatch,"['커서', '얼굴', '자극', '지도']",5,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,여행 가는 친구에게 선물부착력 좋고 선번 덜 입는 거 같긴 해오,[],식물나라,sunpatch,"['여행', '친구', '선물', '부착', '해']",5,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,마라톤할 때 쓰려고 샀는데 늦게외서 아직 사용을 못해봤네요 자외선 직접적으로 가릴 수 있어서 좋을 거 같아요,[],식물나라,sunpatch,"['마라톤', '자외선', '직접']",5,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,둘다 귀여운데 소장할거라면 저는 오른쪽 가습기가 더 마음에 듭니다^^ 크기도 크고 광택도 나요ㅎㅎㅎ 둘다 놓고보니 넘 귀엽긴하네요!,[],식물나라,sunpatch,"['귀여운', '소장', '라면', '오른쪽', '가습기', '마음', '크기', '광택']",5,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,쿨링도 되는 자외선 차단 패치라서 되게 잘 활용할 것 같아요. 써보고 더 자세한 리뷰 남겨보도록할게요,[],식물나라,sunpatch,"['쿨링', '자외선', '차단', '활용', '리뷰']",4,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,역시 믿고쓰는 올영 진짜예쁨 글고 잘씀 개갓티 기대됨요굳굳,[],식물나라,sunpatch,"['올영', '진짜', '갓', '기대']",5,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 2점,,미끌거리고 물닿으면 안붙어요 야외활동만하시고 바다는 쓰고못들어갈듯함미다,[],식물나라,sunpatch,"['물', '야외', '활동', '바다']",2,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 4점,,외출할때 쓸려고 샀어요 땀이나면 떨어지는거는 있습니다.,[],식물나라,sunpatch,"['외출', '땀']",4,1,0
24,[초특가]식물나라 UV차단 아웃도어 선패치(2eaX5sets),5점만점에 5점,,가성비 굿~~ 골프치는 분들 사기에 딱 좋아요!!ㅎㅎㅎㅎ,[],식물나라,sunpatch,"['가성비', '굿', '골프']",5,1,0
